gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ibsp	77249.5001023854	4.93892050979727	0.0835789715343561	59.0928605500615	0	0
Adgrd1	2675.38683921559	4.21387587869617	0.101299180225706	41.5983216182715	0	0
Gas1	1175.58958778531	-2.20540975436185	0.0559408646556385	-39.4239482699801	0	0
Masp1	1487.60776748795	-1.59511685097802	0.040938161637873	-38.9640566933112	0	0
Col11a2	30071.3175989326	7.18827841650071	0.185032008546744	38.8488374144454	0	0
Ncf1	2438.91896689906	7.14365269006228	0.193963353737705	36.8299091163508	6.133909891466e-297	1.43983311519012e-293
Klhl30	1145.11316123458	3.3761721245322	0.0934856077946675	36.1143517614781	1.35026783703581e-285	2.71673888811605e-282
Tcf7	6336.93910313248	3.90438092171479	0.10918161648801	35.7604242115572	4.55598850281592e-280	8.02081775920742e-277
Spns2	3115.23514310066	4.0211977374153	0.114373704923338	35.1584111060372	8.6465626414101e-271	1.35309098046244e-267
Xaf1	687.857649248563	2.49294047538815	0.0712011229195172	35.0126567274236	1.44401050751088e-268	2.03374439877833e-265
Cdr2l	2580.02712174852	1.35604125088177	0.0388351378031684	34.9178946590769	3.9785874001671e-267	5.09403863126849e-264
Cgref1	3640.74915516423	3.63640702852878	0.106343098242959	34.1950449875062	2.8648255663366e-256	3.36235027302372e-253
Itga10	5022.17902335165	2.11921012916627	0.0623236128194231	34.0033260797394	1.98938106161752e-253	2.15526483629393e-250
Cspg4	8621.86008528538	3.47328483141888	0.102339499223209	33.9388492007706	1.78154844212153e-252	1.79223773277426e-249
Bglap2	11290.3900502332	6.91654697861325	0.203866181390781	33.9268972000572	2.6735314470419e-252	2.51026779334254e-249
Slc8a3	3205.56234341359	8.36827796133371	0.247064363726267	33.8708417317736	1.79083661013491e-251	1.57638392607125e-248
Bglap	9770.71359698338	7.05253508963849	0.209135222646551	33.722368716233	2.71768952337512e-249	2.25152583807149e-246
Klf4	9116.19194447487	2.31874357795378	0.0704448624563701	32.9157229796551	1.30943368561161e-237	1.02455911267522e-234
Col4a2	2926.89076705077	-2.01227080205164	0.0613390841003856	-32.8056871334829	4.88518677923352e-236	3.62120897888025e-233
St3gal1	1711.34158993007	3.31569661508544	0.101173677556772	32.7723247306582	1.4601775744584e-235	1.02825704793361e-232
Srpx2	6838.35204559877	1.86190048682609	0.0575726382829587	32.3400237049274	1.9162475597322e-229	1.28516336339373e-226
Metrnl	1747.08643156644	2.18169692943208	0.0699396820759873	31.1939783635523	1.28587607038298e-213	8.23194480694265e-211
Pth1r	23519.9368558362	2.74178209195188	0.0890168452215056	30.8007106422312	2.563647030042e-208	1.5698436857005e-205
Prss35	3479.0970373511	4.94520323022456	0.1628007429137	30.3758026021171	1.14680335310379e-202	6.72982434379743e-200
Cpe	11466.787535394	3.69382130751304	0.122120762297275	30.2472834105086	5.66461572172015e-201	3.19121791298826e-198
Ramp1	2486.16337272204	4.0433362715171	0.134305758678028	30.105457214312	4.11055616852809e-199	2.22665665682883e-196
Fam102a	6083.7034670956	3.67957432584603	0.122384353860775	30.0657249866428	1.36023644355284e-198	7.09539632259192e-196
Sgms2	10114.8282199665	4.35710428928042	0.145930659854902	29.8573602943526	7.04525958259337e-196	3.54376557004447e-193
Plcd1	2824.23115582822	1.79125807765906	0.0603064750509446	29.7025829506014	7.11094701360121e-194	3.45346819791584e-191
Stmn1	1446.41809375835	-1.89996535272687	0.0640099993009868	-29.6823210978785	1.29868897893251e-193	6.09691185976184e-191
Plxdc2	1090.44444473283	-2.00626059346673	0.0680354550313607	-29.4884570484897	4.04817536068546e-191	1.83917747677077e-188
Chst11	1406.27711972804	3.845836328691	0.132278063273343	29.0738784158326	7.68148744451422e-186	3.38081466151682e-183
Ifitm5	2323.77661758444	8.34121982477408	0.294129921538447	28.3589638930487	6.48940478864377e-177	2.76959930434118e-174
Gprc5c	4064.4016999485	2.31904983960436	0.0818922584104644	28.3183036420941	2.05705002639215e-176	8.52102722697267e-174
Mest	3593.67493058447	-1.75033298426131	0.061952098716842	-28.2530054754298	1.30733670082669e-175	5.26072288412658e-173
Cfh	9890.09797327825	2.64067554701484	0.0936269674370753	28.2042195672906	5.19073053398007e-175	2.03072913446043e-172
Cnppd1	2403.10622063179	1.47398175925844	0.0523263408028344	28.1690203565429	1.40169440789629e-174	5.3355308218409e-172
Antxr2	3256.9938454487	2.08376719218944	0.0740842771807078	28.1269828293886	4.58341281935224e-174	1.69875753020413e-171
Phospho1	20359.7798351864	4.08589846538668	0.146531958582486	27.8840090920277	4.17011085337541e-171	1.50594464766511e-168
Atp6v0b	1864.08983702148	1.26607946912987	0.0457725952860902	27.6602071876536	2.10365398274692e-168	7.40696567325189e-166
P4ha3	1450.0246477194	-1.4157531241495	0.0512928789235841	-27.6013581974738	1.07171340704526e-167	3.68146624995743e-165
Rasa3	5454.99434625411	2.37196884352018	0.0865041247415569	27.4202975939791	1.57110591238798e-165	5.26844182620768e-163
C1qtnf3	983.289053671762	3.8242200491763	0.139907882210261	27.3338427310983	1.68072473352302e-164	5.50495980161353e-162
Cavin2	230.43354813679	-2.76611843600094	0.10280879042379	-26.9054662018557	1.8954883945994e-159	6.06728603398589e-157
Lbh	4321.65318242937	1.37580157232934	0.0512045463471259	26.8687386272794	5.09539317085517e-159	1.59474483151832e-156
Panx3	10270.5342817083	3.35859401534485	0.126061460090213	26.6425124137174	2.18548390863079e-156	6.69138160199044e-154
Fstl1	10054.6106047372	-1.43401218700867	0.0544188772552464	-26.3513739962436	4.94964946219956e-153	1.48320985160891e-150
